id,rotation,statusRefs,specialAbilities,spawnTable,extra
E_NEXUS_CHROME_WARDEN,8,,"[""Has a 4-card hand"", ""chooses the best 2–3 actions each turn based on your state""]",Scrap Minion: 30% | Firewall Pod: 20% | Patch Sprite: 20% | STOP: 30%,"{""Primary purpose"": ""Boss"", ""Actions / turn"": 3, ""Difficulty"": ""Boss"", ""Min enemy count"": 2, ""Max enemy count"": 3, ""Spawn table (weights)"": ""Scrap Minion: 30% | Firewall Pod: 20% | Patch Sprite: 20% | STOP: 30%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Boss variants: +40–80 HP; final phase may gain +1 action/turn; may swap in 1 Prototype card (rare)."", ""Special effects"": ""Has a 4-card hand; chooses the best 2–3 actions each turn based on your state."", ""Design notes / justification"": ""Boss identity comes from multi-action turns + a slightly larger effective hand, not RAM. Pool 8–12 remains learnable across repeated runs."", ""Boss category"": ""Unique (once/run)"", ""Run inclusion weight"": 1, ""Act"": ""Act 2"", ""Boss pool (Act)"": ""Unique pool"", ""Notes (Act tuning)"": ""Act tuning: mid HP, rare-forward, still no Prototype.""}"
E_OVERSEER_CHROME_ORACLE,6,,"[""Has a 4-card hand"", ""chooses the best 2–3 actions each turn based on your state""]",STOP: 100%,"{""Primary purpose"": ""Boss"", ""Actions / turn"": 2, ""Difficulty"": ""Boss"", ""Min enemy count"": 1, ""Max enemy count"": 1, ""Spawn table (weights)"": ""STOP: 100%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Boss variants: +40–80 HP; final phase may gain +1 action/turn; may swap in 1 Prototype card (rare)."", ""Special effects"": ""Has a 4-card hand; chooses the best 2–3 actions each turn based on your state."", ""Design notes / justification"": ""Boss identity comes from multi-action turns + a slightly larger effective hand, not RAM. Pool 8–12 remains learnable across repeated runs."", ""Boss category"": ""Unique (once/run)"", ""Run inclusion weight"": 1, ""Act"": ""Act 1"", ""Boss pool (Act)"": ""Repeatable pool"", ""Notes (Act tuning)"": ""Act tuning: lower HP, no Prototype, more commons/uncommons.""}"
E_DIRECTOR_CIRCUIT_HYDRA,7,,"[""Has a 4-card hand"", ""chooses the best 2–3 actions each turn based on your state""]",STOP: 100%,"{""Primary purpose"": ""Boss"", ""Actions / turn"": 2, ""Difficulty"": ""Boss"", ""Min enemy count"": 1, ""Max enemy count"": 1, ""Spawn table (weights)"": ""STOP: 100%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Boss variants: +40–80 HP; final phase may gain +1 action/turn; may swap in 1 Prototype card (rare)."", ""Special effects"": ""Has a 4-card hand; chooses the best 2–3 actions each turn based on your state."", ""Design notes / justification"": ""Boss identity comes from multi-action turns + a slightly larger effective hand, not RAM. Pool 8–12 remains learnable across repeated runs."", ""Boss category"": ""Boss pool"", ""Run inclusion weight"": 2, ""Act"": ""Act 1"", ""Boss pool (Act)"": ""Repeatable pool"", ""Notes (Act tuning)"": ""Act tuning: lower HP, no Prototype, more commons/uncommons.""}"
E_DIRECTOR_PULSE_MAINFRAME,7,,"[""Has a 4-card hand"", ""chooses the best 2–3 actions each turn based on your state""]",Scrap Minion: 30% | Firewall Pod: 20% | Patch Sprite: 20% | STOP: 30%,"{""Primary purpose"": ""Boss"", ""Actions / turn"": 2, ""Difficulty"": ""Boss"", ""Min enemy count"": 2, ""Max enemy count"": 3, ""Spawn table (weights)"": ""Scrap Minion: 30% | Firewall Pod: 20% | Patch Sprite: 20% | STOP: 30%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Boss variants: +40–80 HP; final phase may gain +1 action/turn; may swap in 1 Prototype card (rare)."", ""Special effects"": ""Has a 4-card hand; chooses the best 2–3 actions each turn based on your state."", ""Design notes / justification"": ""Boss identity comes from multi-action turns + a slightly larger effective hand, not RAM. Pool 8–12 remains learnable across repeated runs."", ""Boss category"": ""Boss pool"", ""Run inclusion weight"": 2, ""Act"": ""Act 1"", ""Boss pool (Act)"": ""Repeatable pool"", ""Notes (Act tuning)"": ""Act tuning: lower HP, no Prototype, more commons/uncommons.""}"
E_ADMINISTRATOR_CIPHER_MAINFRAME,9,,"[""Has a 4-card hand"", ""chooses the best 2–3 actions each turn based on your state""]",STOP: 100%,"{""Primary purpose"": ""Boss"", ""Actions / turn"": 2, ""Difficulty"": ""Boss"", ""Min enemy count"": 1, ""Max enemy count"": 1, ""Spawn table (weights)"": ""STOP: 100%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Boss variants: +40–80 HP; final phase may gain +1 action/turn; may swap in 1 Prototype card (rare)."", ""Special effects"": ""Has a 4-card hand; chooses the best 2–3 actions each turn based on your state."", ""Design notes / justification"": ""Boss identity comes from multi-action turns + a slightly larger effective hand, not RAM. Pool 8–12 remains learnable across repeated runs."", ""Boss category"": ""Boss pool"", ""Run inclusion weight"": 2, ""Act"": ""Act 2"", ""Boss pool (Act)"": ""Repeatable pool"", ""Notes (Act tuning)"": ""Act tuning: mid HP, rare-forward, still no Prototype.""}"
E_DIRECTOR_GHOST_ORACLE,8,Firewall,"[""At phase change, summons 1–2 Scrap Minions if slots allow"", ""otherwise gains 10 Firewall""]",STOP: 100%,"{""Primary purpose"": ""Boss"", ""Actions / turn"": 2, ""Difficulty"": ""Boss"", ""Min enemy count"": 1, ""Max enemy count"": 1, ""Spawn table (weights)"": ""STOP: 100%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": ""Scrap≤2"", ""Scaling options"": ""Boss variants: +40–80 HP; final phase may gain +1 action/turn; may swap in 1 Prototype card (rare)."", ""Special effects"": ""At phase change, summons 1–2 Scrap Minions if slots allow; otherwise gains 10 Firewall."", ""Design notes / justification"": ""Boss identity comes from multi-action turns + a slightly larger effective hand, not RAM. Pool 8–12 remains learnable across repeated runs."", ""Boss category"": ""Unique (once/run)"", ""Run inclusion weight"": 1, ""Act"": ""Act 1"", ""Boss pool (Act)"": ""Repeatable pool"", ""Notes (Act tuning)"": ""Act tuning: lower HP, no Prototype, more commons/uncommons.""}"
E_OVERSEER_ROGUE_APEX,10,,"[""Has a 4-card hand"", ""chooses the best 2–3 actions each turn based on your state""]",STOP: 100%,"{""Primary purpose"": ""Boss"", ""Actions / turn"": 3, ""Difficulty"": ""Boss"", ""Min enemy count"": 1, ""Max enemy count"": 1, ""Spawn table (weights)"": ""STOP: 100%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Boss variants: +40–80 HP; final phase may gain +1 action/turn; may swap in 1 Prototype card (rare)."", ""Special effects"": ""Has a 4-card hand; chooses the best 2–3 actions each turn based on your state."", ""Design notes / justification"": ""Boss identity comes from multi-action turns + a slightly larger effective hand, not RAM. Pool 8–12 remains learnable across repeated runs."", ""Boss category"": ""Unique (once/run)"", ""Run inclusion weight"": 1, ""Act"": ""Act 3"", ""Boss pool (Act)"": ""Unique pool"", ""Notes (Act tuning)"": ""Act tuning: high HP, rare-heavy + occasional Prototype; more multi-action spikes.""}"
E_LEVIATHAN_PULSE_CORE,8,,"[""Has a 4-card hand"", ""chooses the best 2–3 actions each turn based on your state""]",Scrap Minion: 30% | Firewall Pod: 20% | Patch Sprite: 20% | STOP: 30%,"{""Primary purpose"": ""Boss"", ""Actions / turn"": 2, ""Difficulty"": ""Boss"", ""Min enemy count"": 2, ""Max enemy count"": 4, ""Spawn table (weights)"": ""Scrap Minion: 30% | Firewall Pod: 20% | Patch Sprite: 20% | STOP: 30%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Boss variants: +40–80 HP; final phase may gain +1 action/turn; may swap in 1 Prototype card (rare)."", ""Special effects"": ""Has a 4-card hand; chooses the best 2–3 actions each turn based on your state."", ""Design notes / justification"": ""Boss identity comes from multi-action turns + a slightly larger effective hand, not RAM. Pool 8–12 remains learnable across repeated runs."", ""Boss category"": ""Unique (once/run)"", ""Run inclusion weight"": 1, ""Act"": ""Act 3"", ""Boss pool (Act)"": ""Unique pool"", ""Notes (Act tuning)"": ""Act tuning: high HP, rare-heavy + occasional Prototype; more multi-action spikes.""}"
E_LEVIATHAN_NEON_APEX,9,,"[""Each turn after acting: removes 1 stack of each negative status from itself""]",STOP: 100%,"{""Primary purpose"": ""Boss"", ""Actions / turn"": 3, ""Difficulty"": ""Boss"", ""Min enemy count"": 1, ""Max enemy count"": 1, ""Spawn table (weights)"": ""STOP: 100%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Boss variants: +40–80 HP; final phase may gain +1 action/turn; may swap in 1 Prototype card (rare)."", ""Special effects"": ""Each turn after acting: removes 1 stack of each negative status from itself."", ""Design notes / justification"": ""Boss identity comes from multi-action turns + a slightly larger effective hand, not RAM. Pool 8–12 remains learnable across repeated runs."", ""Boss category"": ""Boss pool"", ""Run inclusion weight"": 2, ""Act"": ""Act 3"", ""Boss pool (Act)"": ""Repeatable pool"", ""Notes (Act tuning)"": ""Act tuning: high HP, rare-heavy + occasional Prototype; more multi-action spikes.""}"
E_LEVIATHAN_CHROME_ORACLE,8,,"[""Each turn after acting: removes 1 stack of each negative status from itself""]",STOP: 100%,"{""Primary purpose"": ""Boss"", ""Actions / turn"": 2, ""Difficulty"": ""Boss"", ""Min enemy count"": 1, ""Max enemy count"": 1, ""Spawn table (weights)"": ""STOP: 100%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Boss variants: +40–80 HP; final phase may gain +1 action/turn; may swap in 1 Prototype card (rare)."", ""Special effects"": ""Each turn after acting: removes 1 stack of each negative status from itself."", ""Design notes / justification"": ""Boss identity comes from multi-action turns + a slightly larger effective hand, not RAM. Pool 8–12 remains learnable across repeated runs."", ""Boss category"": ""Unique (once/run)"", ""Run inclusion weight"": 1, ""Act"": ""Act 2"", ""Boss pool (Act)"": ""Repeatable pool"", ""Notes (Act tuning)"": ""Act tuning: mid HP, rare-forward, still no Prototype.""}"
E_ARCHON_PULSE_HYDRA,8,,"[""Has a 4-card hand"", ""chooses the best 2–3 actions each turn based on your state""]",Scrap Minion: 30% | Firewall Pod: 20% | Patch Sprite: 20% | STOP: 30%,"{""Primary purpose"": ""Boss"", ""Actions / turn"": 2, ""Difficulty"": ""Boss"", ""Min enemy count"": 2, ""Max enemy count"": 4, ""Spawn table (weights)"": ""Scrap Minion: 30% | Firewall Pod: 20% | Patch Sprite: 20% | STOP: 30%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Boss variants: +40–80 HP; final phase may gain +1 action/turn; may swap in 1 Prototype card (rare)."", ""Special effects"": ""Has a 4-card hand; chooses the best 2–3 actions each turn based on your state."", ""Design notes / justification"": ""Boss identity comes from multi-action turns + a slightly larger effective hand, not RAM. Pool 8–12 remains learnable across repeated runs."", ""Boss category"": ""Boss pool"", ""Run inclusion weight"": 2, ""Act"": ""Act 3"", ""Boss pool (Act)"": ""Repeatable pool"", ""Notes (Act tuning)"": ""Act tuning: high HP, rare-heavy + occasional Prototype; more multi-action spikes.""}"
E_LEVIATHAN_GHOST_GOLIATH,8,Firewall,"[""At phase change, summons 1–2 Scrap Minions if slots allow"", ""otherwise gains 10 Firewall""]",Scrap Minion: 30% | Firewall Pod: 20% | Patch Sprite: 20% | STOP: 30%,"{""Primary purpose"": ""Boss"", ""Actions / turn"": 2, ""Difficulty"": ""Boss"", ""Min enemy count"": 2, ""Max enemy count"": 4, ""Spawn table (weights)"": ""Scrap Minion: 30% | Firewall Pod: 20% | Patch Sprite: 20% | STOP: 30%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": ""Scrap≤2"", ""Scaling options"": ""Boss variants: +40–80 HP; final phase may gain +1 action/turn; may swap in 1 Prototype card (rare)."", ""Special effects"": ""At phase change, summons 1–2 Scrap Minions if slots allow; otherwise gains 10 Firewall."", ""Design notes / justification"": ""Boss identity comes from multi-action turns + a slightly larger effective hand, not RAM. Pool 8–12 remains learnable across repeated runs."", ""Boss category"": ""Boss pool"", ""Run inclusion weight"": 2, ""Act"": ""Act 3"", ""Boss pool (Act)"": ""Repeatable pool"", ""Notes (Act tuning)"": ""Act tuning: high HP, rare-heavy + occasional Prototype; more multi-action spikes.""}"
E_OVERSEER_STATIC_WARDEN,6,,"[""Has a 4-card hand"", ""chooses the best 2–3 actions each turn based on your state""]",Scrap Minion: 30% | Firewall Pod: 20% | Patch Sprite: 20% | STOP: 30%,"{""Primary purpose"": ""Boss"", ""Actions / turn"": 2, ""Difficulty"": ""Boss"", ""Min enemy count"": 2, ""Max enemy count"": 4, ""Spawn table (weights)"": ""Scrap Minion: 30% | Firewall Pod: 20% | Patch Sprite: 20% | STOP: 30%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Boss variants: +40–80 HP; final phase may gain +1 action/turn; may swap in 1 Prototype card (rare)."", ""Special effects"": ""Has a 4-card hand; chooses the best 2–3 actions each turn based on your state."", ""Design notes / justification"": ""Boss identity comes from multi-action turns + a slightly larger effective hand, not RAM. Pool 8–12 remains learnable across repeated runs."", ""Boss category"": ""Unique (once/run)"", ""Run inclusion weight"": 1, ""Act"": ""Act 1"", ""Boss pool (Act)"": ""Unique pool"", ""Notes (Act tuning)"": ""Act tuning: lower HP, no Prototype, more commons/uncommons.""}"
E_ARCHON_HOLO_ORACLE,8,,"[""Each turn after acting: removes 1 stack of each negative status from itself""]",Scrap Minion: 30% | Firewall Pod: 20% | Patch Sprite: 20% | STOP: 30%,"{""Primary purpose"": ""Boss"", ""Actions / turn"": 2, ""Difficulty"": ""Boss"", ""Min enemy count"": 2, ""Max enemy count"": 3, ""Spawn table (weights)"": ""Scrap Minion: 30% | Firewall Pod: 20% | Patch Sprite: 20% | STOP: 30%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Boss variants: +40–80 HP; final phase may gain +1 action/turn; may swap in 1 Prototype card (rare)."", ""Special effects"": ""Each turn after acting: removes 1 stack of each negative status from itself."", ""Design notes / justification"": ""Boss identity comes from multi-action turns + a slightly larger effective hand, not RAM. Pool 8–12 remains learnable across repeated runs."", ""Boss category"": ""Boss pool"", ""Run inclusion weight"": 2, ""Act"": ""Act 3"", ""Boss pool (Act)"": ""Repeatable pool"", ""Notes (Act tuning)"": ""Act tuning: high HP, rare-heavy + occasional Prototype; more multi-action spikes.""}"
E_ADMINISTRATOR_PULSE_CITADEL,10,Firewall,"[""At phase change, summons 1–2 Scrap Minions if slots allow"", ""otherwise gains 10 Firewall""]",STOP: 100%,"{""Primary purpose"": ""Boss"", ""Actions / turn"": 3, ""Difficulty"": ""Boss"", ""Min enemy count"": 1, ""Max enemy count"": 1, ""Spawn table (weights)"": ""STOP: 100%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": ""Scrap≤2"", ""Scaling options"": ""Boss variants: +40–80 HP; final phase may gain +1 action/turn; may swap in 1 Prototype card (rare)."", ""Special effects"": ""At phase change, summons 1–2 Scrap Minions if slots allow; otherwise gains 10 Firewall."", ""Design notes / justification"": ""Boss identity comes from multi-action turns + a slightly larger effective hand, not RAM. Pool 8–12 remains learnable across repeated runs."", ""Boss category"": ""Boss pool"", ""Run inclusion weight"": 2, ""Act"": ""Act 3"", ""Boss pool (Act)"": ""Repeatable pool"", ""Notes (Act tuning)"": ""Act tuning: high HP, rare-heavy + occasional Prototype; more multi-action spikes.""}"
E_LEVIATHAN_VANTA_CORE,9,,"[""Each turn after acting: removes 1 stack of each negative status from itself""]",Scrap Minion: 30% | Firewall Pod: 20% | Patch Sprite: 20% | STOP: 30%,"{""Primary purpose"": ""Boss"", ""Actions / turn"": 3, ""Difficulty"": ""Boss"", ""Min enemy count"": 2, ""Max enemy count"": 4, ""Spawn table (weights)"": ""Scrap Minion: 30% | Firewall Pod: 20% | Patch Sprite: 20% | STOP: 30%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Boss variants: +40–80 HP; final phase may gain +1 action/turn; may swap in 1 Prototype card (rare)."", ""Special effects"": ""Each turn after acting: removes 1 stack of each negative status from itself."", ""Design notes / justification"": ""Boss identity comes from multi-action turns + a slightly larger effective hand, not RAM. Pool 8–12 remains learnable across repeated runs."", ""Boss category"": ""Boss pool"", ""Run inclusion weight"": 2, ""Act"": ""Act 3"", ""Boss pool (Act)"": ""Repeatable pool"", ""Notes (Act tuning)"": ""Act tuning: high HP, rare-heavy + occasional Prototype; more multi-action spikes.""}"
E_ARCHON_KILO_MAINFRAME,6,,"[""Each turn after acting: removes 1 stack of each negative status from itself""]",STOP: 100%,"{""Primary purpose"": ""Boss"", ""Actions / turn"": 2, ""Difficulty"": ""Boss"", ""Min enemy count"": 1, ""Max enemy count"": 1, ""Spawn table (weights)"": ""STOP: 100%"", ""Dupes rule"": ""Avoid"", ""Minion cap"": null, ""Scaling options"": ""Boss variants: +40–80 HP; final phase may gain +1 action/turn; may swap in 1 Prototype card (rare)."", ""Special effects"": ""Each turn after acting: removes 1 stack of each negative status from itself."", ""Design notes / justification"": ""Boss identity comes from multi-action turns + a slightly larger effective hand, not RAM. Pool 8–12 remains learnable across repeated runs."", ""Boss category"": ""Boss pool"", ""Run inclusion weight"": 2, ""Act"": ""Act 1"", ""Boss pool (Act)"": ""Repeatable pool"", ""Notes (Act tuning)"": ""Act tuning: lower HP, no Prototype, more commons/uncommons.""}"
